popularity,original_title,runtime,genres,release_year,budget_adj,revenue_adj,profit
0,MirrorMask,101,Adventure|Fantasy|Drama|Science Fiction|Family,2005,4466253,968059,-3498194
0,Cursed,97,Horror|Comedy,2005,39079715,21543978,-17535737
0,Stay,99,Mystery|Thriller|Drama,2005,55828164,9314518,-46513646
0,Ice Princess,98,Comedy,2005,27914082,30867940,2953858
0,The Longest Yard,113,Comedy|Drama,2005,91558189,212504959,120946770
0,Waiting...,94,Comedy,2005,3349689,20810160,17460471
0,Are We There Yet?,95,Comedy|Family|Adventure|Romance,2005,35730025,109332384,73602359
0,A Sound of Thunder,110,Thriller|Science Fiction|Adventure|Action,2005,89325063,6687812,-82637251
0,The Fog,100,Horror|Thriller,2005,20098139,51586822,31488683
0,Stealth,121,Action,2005,150736044,85900499,-64835545
0,The Wedding Date,88,Comedy|Romance,2005,16748449,52673915,35925466
0,BloodRayne,95,Action|Adventure|Fantasy|Horror,2005,27914082,2685803,-25228279
0,Sahara,124,Action|Adventure|Comedy|Drama|Mystery,2005,145153227,133171929,-11981298
0,The Matador,96,Action|Comedy|Crime|Drama|Thriller,2005,11165632,19313467,8147835
0,Capote,114,Crime|Drama,2005,7815943,54806319,46990376
0,Valiant,76,Animation|Family|Adventure,2005,39079715,21748538,-17331177
0,The Constant Gardener,129,Drama|Mystery|Thriller,2005,27914082,92079256,64165174
0,Hard Candy,103,Drama|Thriller,2005,1060735,7840740,6780005
0,House of Wax,113,Horror,2005,44662531,76781726,32119195
0,The Great Raid,132,Action|Adventure|Drama|History|War,2005,89325063,11351542,-77973521
0,Domino,127,Action|Crime,2005,55828164,25618988,-30209176
0,Beauty Shop,105,Comedy|Romance,2005,27914082,40588582,12674500
0,The Adventures of Sharkboy and Lavagirl,92,Adventure|Fantasy|Action|Family,2005,55828164,77518484,21690320
0,The Greatest Game Ever Played,120,Drama|Family,2005,27914082,17229885,-10684197
0,The Three Burials of Melquiades Estrada,121,Adventure|Crime|Drama|Mystery|Western,2005,16748449,13439122,-3309327
0,Cry_Wolf,90,Horror|Thriller,2005,1116563,11218863,10102300
0,Goal!: The Dream Begins,118,Drama,2005,33496898,30829287,-2667611
0,White Noise,101,Drama|Horror|Thriller,2005,11165632,101826573,90660941
0,Brick,110,Drama|Mystery,2005,530367,4376095,3845728
0,Dominion: Prequel to the Exorcist,117,Horror|Thriller|Drama,2005,33496898,280810,-33216088
0,The New World,135,Drama|History|Romance,2005,33496898,34095391,598493
0,Manderlay,139,Drama,2005,15855198,753588,-15101610
0,Sky High,100,Adventure|Comedy|Family,2005,39079715,96437364,57357649
0,The Quiet,96,Drama|Thriller,2005,1004906,425879,-579027
0,Red Eye,85,Horror|Thriller,2005,29030645,64639862,35609217
0,Everything is Illuminated,106,Comedy|Drama,2005,7815943,3012409,-4803534
0,The Ballad of Jack and Rose,111,Drama,2005,1674844,795321,-879523
0,"Yours, Mine & Ours",90,Comedy|Family|Romance,2005,50245348,80424660,30179312
0,The Producers,134,Comedy|Music,2005,50245348,42494539,-7750809
0,Romanzo criminale,152,Drama,2005,913815,5416720,4502905
0,Hustle & Flow,116,Drama,2005,8932506,24789531,15857025
0,Transamerica,103,Drama,2005,1116563,14906531,13789968
0,Alone in the Dark,96,Action|Fantasy|Horror|Thriller,2005,22331265,11660056,-10671209
0,Boogeyman,89,Thriller|Horror|Drama|Mystery,2005,22331265,75025079,52693814
0,Les PoupÃ©es Russes,129,Comedy|Drama|Romance,2005,14515322,26493033,11977711
0,The Cave,97,Action|Adventure|Horror|Thriller,2005,33496898,16757371,-16739527
0,Rent,135,Comedy|Drama|Music|Romance,2005,44662531,35362251,-9300280
0,The Squid and the Whale,81,Comedy|Drama,2005,1674844,12391765,10716921
0,Inside Deep Throat,92,Documentary,2005,2233126,729809,-1503317
0,Man-Thing,97,Action|Horror|Science Fiction,2005,8374224,159668,-8214556
0,Tau man ji D,107,Action|Crime|Thriller|Drama,2005,1729556,7923133,6193577
0,Tamara,98,Fantasy|Horror|Thriller,2005,5303675,230984,-5072691
0,Shopgirl,104,Comedy|Drama|Romance,2005,11483320,12938964,1455644
0,North Country,126,Drama,2005,39079715,28164462,-10915253
0,Conversations with Other Women,84,Drama|Romance,2005,502453,1087002,584549
0,Down in the Valley,112,Drama|Romance,2005,8932506,952285,-7980221
0,Mozart and the Whale,92,Comedy|Drama|Romance,2005,13398759,94871,-13303888
0,Bad News Bears,113,Comedy|Family,2005,33496898,38245471,4748573
0,Because of Winn-Dixie,106,Comedy|Drama|Family,2005,15631886,36450818,20818932
0,Lords of Dogtown,107,Drama,2005,27914082,14975298,-12938784
0,The Proposition,104,Action|Adventure|Crime|Drama|Thriller,2005,2233126,5637185,3404059
0,The Lost City,144,Drama|Romance,2005,10719007,4897510,-5821497
0,Dark Water,105,Drama|Horror|Thriller,2005,33496898,28442320,-5054578
0,Dave Chappelle's Block Party,100,Comedy|Documentary|Music,2005,3349689,13084552,9734863
0,Bee Season,104,Drama|Family,2005,15631886,7656262,-7975624
0,Maurice Richard,124,Drama,2005,8932506,2254351,-6678155
0,Tsotsi,94,Crime|Drama,2005,3349689,11031612,7681923
5,Underworld: Evolution,106,Fantasy|Action|Science Fiction|Thriller,2006,54083457,120433910,66350453
4,Pirates of the Caribbean: Dead Man's Chest,151,Adventure|Fantasy|Action,2006,216333831,1152691352,936357521
3,Cars,117,Animation|Adventure|Comedy|Family,2006,129800299,499712923,369912624
3,Casino Royale,144,Adventure|Action|Thriller,2006,162250373,647969539,485719166
3,The Da Vinci Code,149,Thriller|Mystery,2006,135208644,820164661,684956017
3,Step Up,104,Music|Drama|Romance|Crime,2006,12980029,123521044,110541015
3,Ice Age: The Meltdown,91,Animation|Family|Comedy|Adventure,2006,86533532,714919257,628385725
3,Mission: Impossible III,126,Adventure|Action|Thriller,2006,162250373,430342087,268091714
3,The Devil Wears Prada,109,Comedy|Drama|Romance,2006,37858420,353220247,315361827
2,The Departed,151,Drama|Thriller|Crime,2006,97350224,313518943,216168719
2,The Holiday,136,Comedy|Romance,2006,91941878,210026294,118084416
2,The Prestige,130,Drama|Mystery|Thriller,2006,43266766,118633483,75366717
2,Night at the Museum,108,Action|Adventure|Comedy|Family|Fantasy,2006,118983607,621398207,502414600
2,Babel,143,Drama,2006,27041728,146382484,119340756
2,Children of Men,109,Drama|Action|Thriller|Science Fiction,2006,82206856,75673304,-6533552
1,Superman Returns,154,Adventure|Fantasy|Action|Science Fiction,2006,292050672,423020463,130969791
1,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,82,Comedy,2006,19470044,282935169,263465125
1,Click,107,Comedy|Drama|Fantasy|Romance,2006,89237705,257092530,167854825
1,The Break-Up,106,Romance|Comedy,2006,56246796,221741837,165495041
1,Inside Man,129,Crime|Drama|Thriller,2006,48675112,199434107,150758995
1,Over the Hedge,83,Comedy|Animation|Family,2006,86533532,167679639,81146107
1,Perfume: The Story of a Murderer,147,Crime|Fantasy|Drama,2006,54083457,142975378,88891921
1,Blood Diamond,143,Drama|Thriller|Action,2006,108166915,184833371,76666456
1,Crank,88,Action|Thriller|Crime,2006,12980029,46437182,33457153
1,Lucky Number Slevin,110,Drama|Thriller|Crime|Mystery,2006,29205067,60907579,31702512
1,Eight Below,120,Adventure|Drama|Family,2006,43266766,130293533,87026767
1,Final Destination 3,93,Horror|Mystery,2006,27041728,127333182,100291454
1,Silent Hill,125,Horror|Mystery,2006,54083457,105578971,51495514
1,She's the Man,105,Comedy|Drama|Family|Romance,2006,21633383,36656858,15023475
1,The Fountain,96,Drama|Adventure|Science Fiction|Romance,2006,37858420,16554827,-21303593
1,Happy Feet,108,Music|Animation|Comedy|Family,2006,108166915,415723973,307557058
1,Rocky Balboa,102,Drama,2006,25960059,168438745,142478686
1,Flushed Away,85,Adventure|Animation|Comedy|Family,2006,161168704,69723654,-91445050
1,The Wild,94,Family|Animation,2006,86533532,40437169,-46096363
1,DÃ©jÃ  Vu,126,Action|Thriller|Science Fiction,2006,81125186,195303533,114178347
1,Eragon,104,Fantasy|Action|Adventure|Family,2006,108166915,269647254,161480339
1,The Lake House,99,Romance|Drama|Mystery,2006,43266766,124208189,80941423
1,Scary Movie 4,83,Comedy,2006,48675112,192821178,144146066
1,Monster House,91,Animation|Comedy|Family|Fantasy,2006,81125186,151622980,70497794
1,Failure to Launch,97,Comedy,2006,54083457,95960487,41877030
1,Apocalypto,139,Thriller|Action|Adventure|Drama,2006,43266766,129989904,86723138
1,The Ant Bully,88,Fantasy|Adventure|Animation|Comedy|Family,2006,54083457,59687725,5604268
1,The Hills Have Eyes,107,Horror|Thriller,2006,16225037,75309823,59084786
1,Just My Luck,103,Comedy|Drama|Family|Fantasy|Romance,2006,30286736,41276392,10989656
1,The Good Shepherd,167,Drama|Thriller|History,2006,91941878,64801247,-27140631
1,Ultraviolet,88,Science Fiction|Action|Thriller,2006,32450074,33607688,1157614
1,Miami Vice,134,Action|Adventure|Crime|Thriller,2006,146025336,177171468,31146132
1,John Tucker Must Die,87,Comedy,2006,19470044,44358894,24888850
1,Tristan & Isolde,125,Drama,2006,33531743,30286736,-3245007
1,Flags of Our Fathers,132,War|Drama|History,2006,97350224,71282266,-26067958
1,Shortbus,101,Romance|Drama|Comedy,2006,2163338,5602004,3438666
1,Curious George,86,Adventure|Animation|Comedy|Family,2006,54083457,75538165,21454708
1,The Wicker Man,102,Mystery|Thriller|Horror,2006,43266766,41920167,-1346599
1,Smokin' Aces,109,Action|Comedy|Crime|Thriller,2006,18388375,61767522,43379147
0,RV,99,Comedy|Family|Adventure,2006,54083457,94676525,40593068
0,We Are Marshall,124,Drama,2006,70308495,47101677,-23206818
0,The Illusionist,110,Fantasy|Drama|Thriller|Romance,2006,43266766,94013293,50746527
0,Beerfest,110,Comedy,2006,18929210,20746380,1817170
0,The Contract,96,Drama|Action|Thriller|Crime,2006,27041728,6002398,-21039330
0,All the King's Men,125,Drama|Thriller,2006,59491803,10222743,-49269060
0,Big Momma's House 2,99,Comedy|Crime,2006,43266766,149550563,106283797
0,Basic Instinct 2,114,Crime|Mystery|Thriller,2006,75716841,41784314,-33932527
0,Clerks II,97,Comedy,2006,5408345,29084327,23675982
0,Talladega Nights: The Ballad of Ricky Bobby,116,Comedy,2006,78421013,176275487,97854474
0,The Pursuit of Happyness,117,Drama,2006,59491803,332156039,272664236
0,Marie Antoinette,123,Drama|History,2006,43266766,65413228,22146462
0,Freedomland,113,Drama|Thriller|Crime|Mystery,2006,40741068,15852540,-24888528
0,The Last King of Scotland,121,Drama,2006,6490014,51950373,45460359
0,Saw III,108,Horror|Thriller|Crime,2006,10816691,177260496,166443805
0,Idiocracy,84,Adventure|Comedy|Science Fiction,2006,32450074,535753,-31914321
0,Nacho Libre,92,Comedy|Family,2006,34613413,86747695,52134282
0,The Black Dahlia,121,Drama,2006,54083457,53122072,-961385
0,Poseidon,99,Adventure|Action|Drama|Thriller,2006,173067065,196512046,23444981
0,American Dreamz,107,Comedy|Drama|Family,2006,18388375,7911357,-10477018
0,Fur: An Imaginary Portrait of Diane Arbus,122,Drama|Mystery|Romance,2006,18172041,2467383,-15704658
0,"You, Me and Dupree",108,Comedy|Romance,2006,58410134,141083588,82673454
0,Little Miss Sunshine,102,Comedy|Drama,2006,8653353,108732824,100079471
0,Little Man,98,Comedy|Crime,2006,69226826,109892309,40665483
0,Employee of the Month,103,Comedy|Romance,2006,12980029,41502465,28522436
0,The Omen,110,Drama|Horror|Thriller,2006,27041728,128922344,101880616
0,Letters from Iwo Jima,141,Action|Adventure|Drama|War,2006,20551714,74281712,53729998
0,A Scanner Darkly,100,Animation|Science Fiction|Thriller,2006,9194187,5928624,-3265563
0,Stranger Than Fiction,113,Comedy|Drama|Fantasy|Romance,2006,32450074,58035037,25584963
0,World Trade Center,128,Drama|History|Thriller,2006,68145156,176253548,108108392
0,A Good Year,118,Comedy|Drama|Romance,2006,37858420,45499445,7641025
0,Snow Cake,112,Romance|Drama,2006,12980029,1494504,-11485525
0,Itâ€™s a Boy Girl Thing,95,Comedy,2006,16765871,7988596,-8777275
0,Date Movie,83,Comedy,2006,21633383,52513335,30879952
0,Accepted,93,Comedy,2006,24878390,41649680,16771290
0,Open Season,83,Adventure|Animation|Family,2006,91941878,213423089,121481211
0,Barnyard,90,Animation|Comedy|Family,2006,55165127,78722799,23557672
0,Unknown,98,Crime|Drama|Mystery|Thriller,2006,4002175,3610858,-391317
0,Dreamgirls,134,Drama,2006,75716841,167591309,91874468
0,Snakes on a Plane,105,Horror|Action|Crime|Thriller,2006,35695082,67087299,31392217
0,Friends with Money,88,Drama|Comedy|Romance,2006,7030849,14460226,7429377
0,Jackass Number Two,95,Action|Comedy|Documentary,2006,11898360,78722488,66824128
0,The Guardian,139,Action,2006,75716841,59504493,-16212348
0,Southland Tales,144,Action|Adventure|Comedy|Drama|Science Fiction,2006,18388375,405347,-17983028
0,The Fast and the Furious: Tokyo Drift,104,Action|Crime|Drama|Thriller,2006,91941878,171410264,79468386
0,Miss Potter,92,Drama|Family|Romance,2006,32450074,37943051,5492977
0,Pulse,90,Horror|Thriller,2006,41103428,32350220,-8753208
0,Black Snake Moan,116,Drama,2006,16225037,11794353,-4430684
0,Goya's Ghosts,114,Drama,2006,54083457,10219698,-43863759
0,The Hoax,116,Comedy|Drama,2006,27041728,12733907,-14307821
0,The Marine,92,Action|Adventure|Drama|Thriller,2006,21633383,23975854,2342471
0,Running with Scissors,116,Drama|Comedy,2006,12980029,7306564,-5673465
0,The Shaggy Dog,98,Comedy|Family,2006,54083457,66103956,12020499
0,Stormbreaker,93,Adventure|Action|Family,2006,43266766,25892855,-17373911
0,Madea's Family Reunion,110,Drama|Comedy|Romance,2006,6490014,61905574,55415560
0,Charlotte's Web,97,Comedy|Family|Fantasy,2006,91941878,155,-91941723
0,Take the Lead,108,Music,2006,32450074,37579421,5129347
0,Zoom,83,Fantasy|Comedy|Family,2006,37858420,13527557,-24330863
0,Aquamarine,104,Fantasy|Romance|Family|Comedy,2006,12980029,24885798,11905769
0,Rescue Dawn,126,Adventure|Drama|War,2006,10816691,7763294,-3053397
0,The Wind That Shakes the Barley,124,Drama|History|War,2006,7030849,24758344,17727495
0,16 Blocks,105,Action|Adventure|Crime|Thriller,2006,59491803,71027503,11535700
0,Scoop,96,Comedy|Mystery,2006,4326676,34164413,29837737
0,Last Holiday,112,Adventure|Comedy|Drama,2006,48675112,41536053,-7139059
0,Notes on a Scandal,92,Drama|Romance,2006,16225037,53510069,37285032
0,United 93,111,Drama|History|Crime|Thriller|Action,2006,16225037,82516317,66291280
0,Kidulthood,89,Drama,2006,1075179,178475,-896704
0,DOA: Dead or Alive,87,Adventure|Action|Thriller,2006,22715052,519540,-22195512
0,The Queen,103,Drama,2006,16225037,133460805,117235768
0,The Sentinel,108,Action|Thriller|Crime,2006,64900149,84284035,19383886
0,The Good German,108,War|Crime|Drama|Mystery|Romance,2006,34613413,6397973,-28215440
0,Flyboys,140,Action|Adventure|Drama|History|Romance,2006,64900149,19253711,-45646438
0,Running Scared,122,Action|Crime|Drama|Thriller,2006,16225037,10275857,-5949180
0,Catch and Release,111,Comedy|Drama|Romance,2006,27041728,17478137,-9563591
0,The Grudge 2,102,Horror|Thriller,2006,21633383,42340683,20707300
0,10th & Wolf,107,Action|Crime|Drama|Mystery|Thriller,2006,8653353,155166,-8498187
0,Firewall,105,Thriller,2006,48675112,89562206,40887094
0,Seraphim Falls,115,Western|Drama,2006,19470044,1294008,-18176036
0,Sherrybaby,96,Drama,2006,2163338,673670,-1489668
0,Alatriste,145,Action,2006,25960059,25226638,-733421
0,Tenacious D in The Pick of Destiny,93,Comedy|Music,2006,23796721,14500418,-9296303
0,Man of the Year,115,Comedy|Drama|Romance|Thriller,2006,21633383,44605492,22972109
0,The Covenant,97,Action|Adventure|Fantasy|Horror|Science Fiction,2006,21633383,40668024,19034641
0,When a Stranger Calls,87,Horror|Thriller,2006,16225037,72436124,56211087
0,Infamous,110,Drama,2006,14061699,1245358,-12816341
0,Another Gay Movie,92,Comedy|Romance,2006,540834,806197,265363
0,Dhoom 2,147,Drama|Action|Thriller|Crime,2006,11898360,50185584,38287224
0,Black Christmas,84,Horror|Thriller,2006,9735022,23267624,13532602
0,The Astronaut Farmer,104,Adventure|Comedy|Drama|Science Fiction,2006,14061699,12039939,-2021760
0,Fido,91,Romance|Comedy|Drama|Horror,2006,8653353,461033,-8192320
0,ATL,105,Drama,2006,21633383,22899545,1266162
0,Bug,102,Horror|Thriller,2006,4326676,8717323,4390647
0,Lady in the Water,110,Drama|Thriller|Fantasy|Mystery,2006,81125186,45738563,-35386623
0,Gridiron Gang,125,Action|Adventure|Crime|Drama,2006,32450074,44868557,12418483
0,Facing the Giants,111,Drama,2006,108166,11009586,10901420
0,The History Boys,109,Comedy|Drama,2006,4326676,14496478,10169802
0,The Namesake,122,Drama,2006,12980029,21783557,8803528
0,An Inconvenient Truth,100,Documentary,2006,1081669,50019626,48937957
0,Let's Go to Prison,84,Comedy|Crime,2006,4326676,5008176,681500
0,This Is England,101,Drama|Crime,2006,2574372,8844315,6269943
0,School for Scoundrels,100,Comedy|Drama|Romance,2006,21633383,19261898,-2371485
0,Annapolis,108,Drama,2006,28123398,18925956,-9197442
0,IndigÃ¨nes,128,Drama|History|War,2006,15684202,24839127,9154925
0,Flicka,95,Drama|Family,2006,16225037,22715052,6490015
0,Stay Alive,100,Horror|Thriller,2006,9735022,29318745,19583723
0,The Return,85,Drama|Thriller,2006,16225037,12971391,-3253646
0,Ten Canoes,90,Adventure|Comedy|Drama,2006,2163338,324500,-1838838
0,X-Men: The Last Stand,104,Adventure|Action|Science Fiction|Thriller,2006,227150523,253499999,26349476
0,Who Killed the Electric Car?,92,Documentary,2006,1081669,1815986,734317
0,Akeelah and the Bee,112,Drama,2006,8653353,20495926,11842573
0,Trailer Park Boys: The Movie,95,Action|Comedy,2006,5408345,4146586,-1261759
0,First Snow,101,Drama|Thriller,2006,8653353,413486,-8239867
0,For Your Consideration,86,Comedy|Drama,2006,12980029,5994637,-6985392
0,The Foot Fist Way,85,Comedy,2006,85451,265008,179557
0,Special,81,Drama|Fantasy|Science Fiction,2006,1081669,7790,-1073879
5,Harry Potter and the Prisoner of Azkaban,141,Adventure|Fantasy|Family,2004,150077902,911786234,761708332
4,Kill Bill: Vol. 2,136,Action|Crime|Thriller,2004,34633361,175659789,141026428
3,Bridget Jones: The Edge of Reason,108,Comedy|Romance,2004,57722269,46412191,-11310078
3,Eternal Sunshine of the Spotless Mind,108,Science Fiction|Drama|Romance,2004,23088908,83418061,60329153
3,The Notebook,123,Romance|Drama,2004,33478916,133457615,99978699
3,The Incredibles,115,Action|Adventure|Animation|Family|Science Fiction,2004,106208976,728965418,622756442
3,The Bourne Supremacy,108,Action|Drama|Thriller,2004,86583404,333057748,246474344
3,Troy,163,War|Adventure|Drama,2004,202027945,574232515,372204570
2,National Treasure,131,Adventure|Action|Thriller|Mystery,2004,115444540,401114240,285669700
2,"I, Robot",115,Action|Science Fiction,2004,138533448,400863751,262330303
2,50 First Dates,99,Comedy|Romance,2004,86583404,226828759,140245355
2,Mean Girls,97,Comedy,2004,19625571,148972948,129347377
2,Van Helsing,132,Horror|Adventure|Action,2004,184711264,346630860,161919596
2,Hellboy,122,Fantasy|Action|Science Fiction,2004,76193396,114658347,38464951
2,The Polar Express,100,Animation|Adventure|Family|Fantasy,2004,190483491,353116829,162633338
2,Shrek 2,93,Adventure|Animation|Comedy|Family|Fantasy,2004,173166810,1061903623,888736813
2,The Butterfly Effect,113,Science Fiction|Thriller,2004,15007790,110897015,95889225
2,Resident Evil: Apocalypse,94,Horror|Action|Science Fiction,2004,51950042,149379272,97429230
2,Ocean's Twelve,125,Thriller|Crime,2004,126988994,418768465,291779471
2,Meet the Fockers,115,Comedy|Romance,2004,92355631,596436064,504080433
2,The Day After Tomorrow,124,Action|Adventure|Science Fiction|Thriller,2004,144305675,628332770,484027095
1,The Aviator,170,Drama,2004,133915666,117753430,-16162236
1,Collateral,120,Drama|Crime|Thriller,2004,75038950,251396984,176358034
1,Shaun of the Dead,99,Horror|Comedy,2004,4617781,34678837,30061056
1,Blade: Trinity,123,Science Fiction|Action|Horror|Thriller|Adventure,2004,75038950,148814206,73775256
1,The Terminal,128,Comedy|Drama,2004,69266723,253305240,184038517
1,Lemony Snicket's A Series of Unfortunate Events,108,Adventure|Fantasy|Comedy|Family,2004,161622356,241364107,79741751
1,Million Dollar Baby,132,Drama,2004,34633361,250241794,215608433
1,Garfield,80,Animation|Comedy|Family,2004,57722269,231817870,174095601
1,Shark Tale,90,Animation|Action|Comedy|Family,2004,86583404,423998956,337415552
1,Sky Captain and the World of Tomorrow,107,Mystery|Action|Thriller|Science Fiction|Adventure,2004,80811177,66910149,-13901028
1,The SpongeBob SquarePants Movie,87,Animation|Comedy|Family,2004,34633361,161809136,127175775
1,Crash,112,Drama,2004,7503895,113609042,106105147
1,Anchorman: The Legend of Ron Burgundy,94,Comedy,2004,30015580,104562954,74547374
1,13 Going On 30,98,Comedy|Fantasy|Romance,2004,42714479,111352835,68638356
1,Ella Enchanted,96,Fantasy|Comedy|Family|Romance,2004,35787807,31618836,-4168971
1,The Girl Next Door,108,Comedy,2004,28861135,35108050,6246915
1,Finding Neverland,106,Drama,2004,28861135,134800613,105939478
1,A Cinderella Story,95,Comedy,2004,21934462,80889575,58955113
1,AVP: Alien vs. Predator,101,Adventure|Science Fiction|Action,2004,80811177,197622423,116811246
1,DodgeBall: A True Underdog Story,92,Comedy,2004,23088908,193626249,170537341
1,Banlieue 13,84,Action|Thriller|Science Fiction,2004,13853344,11064355,-2788989
1,Alexander,175,War|History|Action|Adventure|Drama,2004,178939037,193136628,14197591
1,Harold & Kumar Go to White Castle,88,Comedy|Adventure,2004,10390008,27633853,17243845
1,Saw,103,Horror|Mystery|Crime,2004,1385334,119960348,118575014
1,Spider-Man 2,127,Action|Adventure|Fantasy,2004,230889080,904815446,673926366
1,EuroTrip,93,Comedy,2004,28861135,24008824,-4852311
1,Man on Fire,146,Action|Drama|Thriller|Crime,2004,80811177,150416978,69605801
1,Along Came Polly,90,Comedy|Romance,2004,48486706,198522339,150035633
1,Closer,104,Drama|Romance,2004,31170025,133344247,102174222
1,The Punisher,124,Action|Crime|Drama,2004,38096698,63148284,25051586
1,Catwoman,104,Action|Crime,2004,115444540,94782713,-20661827
1,9 Songs,66,Drama|Music|Romance,2004,1154445,383648,-770797
1,Dawn of the Dead,101,Fantasy|Horror|Action,2004,32324471,118164853,85840382
1,King Arthur,126,Adventure|War|History,2004,138533448,235007976,96474528
1,The Chronicles of Riddick,119,Adventure|Action|Thriller|Science Fiction,2004,121216767,133653299,12436532
1,Spanglish,130,Comedy,2004,92355631,63542252,-28813379
1,Secret Window,96,Thriller|Mystery,2004,46177815,107263182,61085367
1,Layer Cake,105,Drama|Thriller|Crime,2004,7503895,13680425,6176530
0,After the Sunset,97,Action|Comedy|Crime|Drama,2004,69266723,70822682,1555959
0,Thunderbirds,95,Action|Adventure|Comedy|Family|Fantasy,2004,65803387,32651914,-33151473
0,The Princess Diaries 2: Royal Engagement,113,Comedy|Drama|Family|Romance,2004,46177815,109844827,63667012
0,The Alamo,137,Western|History|War,2004,167394583,29807735,-137586848
0,Before Sunset,80,Drama|Romance,2004,3117002,18462600,15345598
0,The Grudge,92,Horror|Thriller|Mystery,2004,11544454,211811410,200266956
0,Cellular,94,Action|Adventure|Crime|Thriller,2004,28861135,65136911,36275776
0,The Manchurian Candidate,129,Drama|Thriller|Mystery,2004,92355631,110949088,18593457
0,The Machinist,101,Thriller|Drama,2004,5772226,9470186,3697960
0,Seed of Chucky,87,Comedy|Drama|Horror,2004,13853344,28664468,14811124
0,Taxi,97,Thriller|Action|Comedy|Crime,2004,28861135,42264206,13403071
0,Alfie,103,Comedy,2004,69266723,15464880,-53801843
0,Shall We Dance?,107,Drama|Romance|Comedy,2004,57722269,196404018,138681749
0,Jersey Girl,102,Comedy|Romance,2004,40405588,41673611,1268023
0,The Stepford Wives,93,Action|Comedy|Science Fiction,2004,103900086,117753430,13853344
0,Primer,79,Science Fiction|Drama|Thriller,2004,8081,490362,482281
0,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,101,Animation|Action|Science Fiction,2004,11544454,1687786,-9856668
0,Home on the Range,76,Western|Animation|Family|Comedy|Music,2004,126988994,120006286,-6982708
0,Hidalgo,136,Western|Adventure,2004,115444540,124799530,9354990
0,Fahrenheit 9/11,122,Documentary,2004,6926672,137511206,130584534
0,Win a Date with Tad Hamilton!,95,Comedy|Romance,2004,19625571,19602596,-22975
0,White Chicks,109,Comedy,2004,42714479,130552160,87837681
0,Hotel Rwanda,121,Drama|History|War,2004,20202794,43868925,23666131
0,Walking Tall,86,Adventure|Drama|Action|Thriller,2004,64648942,66061856,1412914
0,Twisted,97,Action|Adventure|Crime|Drama|Thriller,2004,57722269,29086251,-28636018
0,Open Water,79,Drama|Thriller,2004,150077,63111168,62961091
0,Team America: World Police,98,Music|Adventure|Animation|Action|Comedy,2004,36942252,58769839,21827587
0,Sideways,126,Comedy|Drama|Romance,2004,18471126,126414430,107943304
0,Without a Paddle,95,Action|Adventure|Comedy|Thriller,2004,21934462,80385323,58450861
0,Starsky & Hutch,101,Comedy|Crime,2004,69266723,196565975,127299252
0,Confessions of a Teenage Drama Queen,89,Music|Comedy|Family|Romance,2004,17316681,33861116,16544435
0,The Village,108,Drama|Mystery|Thriller,2004,69266723,296343271,227076548
0,The Whole Ten Yards,98,Comedy|Thriller|Crime,2004,46177815,30195421,-15982394
0,The Passion of the Christ,127,Drama,2004,34633361,706404470,671771109
0,Anacondas: The Hunt for the Blood Orchid,97,Adventure|Action|Horror|Science Fiction|Thriller,2004,23088908,81957424,58868516
0,Ray,152,Drama,2004,46177815,143995745,97817930
0,Dirty Dancing: Havana Nights,86,Drama|Romance,2004,28861135,31960839,3099704
0,Wimbledon,98,Comedy|Romance,2004,35787807,47923345,12135538
0,Taking Lives,103,Action|Drama|Mystery|Thriller,2004,51950042,75582151,23632109
0,The Phantom of the Opera,143,Thriller|Drama|Romance,2004,80811177,178533696,97722519
0,Garden State,102,Comedy|Drama|Romance,2004,2886113,30918036,28031923
0,Napoleon Dynamite,95,Comedy,2004,461778,53240824,52779046
0,Exorcist: The Beginning,114,Horror|Mystery|Thriller,2004,92355631,90047417,-2308214
0,Wicker Park,114,Drama|Mystery|Romance|Thriller,2004,34633361,15009241,-19624120
0,The Life Aquatic with Steve Zissou,119,Adventure|Comedy|Drama,2004,57722269,40184400,-17537869
0,Around the World in 80 Days,120,Action|Adventure|Comedy,2004,126988994,83326593,-43662401
0,Barbershop 2:  Back in Business,106,Comedy|Drama,2004,20780017,75120237,54340220
0,The Forgotten,91,Crime|Drama|Horror|Mystery|Science Fiction,2004,48486706,135734652,87247946
0,Surviving Christmas,91,Comedy|Romance,2004,51950042,17078431,-34871611
0,Flight of the Phoenix,113,Action|Adventure|Drama|Thriller,2004,51950042,24253951,-27696091
0,Godsend,102,Drama|Horror|Science Fiction|Thriller,2004,28861135,34765530,5904395
0,It's All Gone Pete Tong,90,Drama|Comedy|Music,2004,2308890,139249,-2169641
0,Friday Night Lights,118,Drama,2004,34633361,70716616,36083255
0,Raising Helen,119,Drama|Comedy|Romance,2004,57722269,57397421,-324848
0,She Hate Me,138,Comedy|Drama,2004,9235563,421527,-8814036
0,Paparazzi,84,Action|Drama|Thriller,2004,23088908,19170446,-3918462
0,Raise Your Voice,103,Music|Drama|Romance,2004,17316681,17163733,-152948
0,Vanity Fair,141,Drama|Romance,2004,26552244,18614105,-7938139
